,parent_id,rank,tax_name,root,below_root,superkingdom,below_superkingdom,below_below_superkingdom,below_below_below_superkingdom,below_below_below_below_superkingdom,phylum,below_phylum,below_below_phylum,subphylum,class,below_class,below_below_class,subclass,order,below_order,below_below_order,suborder,family,below_family,below_below_family,below_below_below_family,subfamily,tribe,genus,below_genus,subgenus,species_group,species_subgroup,species,below_species,below_below_species,below_below_below_species,subspecies,below_subspecies,below_below_subspecies,below_below_below_subspecies
256,1525371,species,Neorhizobium galegae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,,,,,Neorhizobium galegae,,,,,,,
271,227290,genus,Agrobacterium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,Agrobacterium,,,,,,,,,,,,
270,227290,genus,Agrobacterium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,Agrobacterium,,,,,,,,,,,,
269,227290,genus,Agrobacterium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,Agrobacterium,,,,,,,,,,,,
268,227290,genus,Agrobacterium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,,,,,,Agrobacterium,,,,,,,,,,,,
266,357,species_group,Agrobacterium tumefaciens complex,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,,,1183400.0,,,,,,,,,
288,82115,below_family,Sinorhizobium/Ensifer group,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,Sinorhizobium/Ensifer group,,,,,,,,,,,,,,,,,
287,82115,below_family,Sinorhizobium/Ensifer group,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,Sinorhizobium/Ensifer group,,,,,,,,,,,,,,,,,
281,82115,below_family,Sinorhizobium/Ensifer group,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,Sinorhizobium/Ensifer group,,,,,,,,,,,,,,,,,
280,82115,below_family,Sinorhizobium/Ensifer group,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,Sinorhizobium/Ensifer group,,,,,,,,,,,,,,,,,
278,663276,species,Sinorhizobium fredii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,Sinorhizobium/Ensifer group,,,,,Sinorhizobium,,,,,Sinorhizobium fredii,,,,,,,
286,227292,genus,Sinorhizobium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,,,,,,Sinorhizobium,,,,,,,,,,,,
284,227292,genus,Sinorhizobium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Rhizobiaceae,,,,,,Sinorhizobium,,,,,,,,,,,,
326,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Bartonellaceae,,,,,,Bartonella,,,,,,,,,,,,
294,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Bartonellaceae,,,,,,Bartonella,,,,,,,,,,,,
293,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Bartonellaceae,,,,,,Bartonella,,,,,,,,,,,,
325,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
321,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
320,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
310,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
309,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
308,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
300,773,species,Bartonella henselae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,Bartonellaceae,,,,,,,,,,,Bartonella henselae,,,,,,,
307,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
305,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
303,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
319,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
318,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
316,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
315,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
324,772,genus,Bartonella,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhizobiales,,,,,,,,,,Bartonella,,,,,,,,,,,,
12248,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11862,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11850,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,41295,genus,Magnetospirillum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhodospirillales,,,,,,,,,,Magnetospirillum,,,,,,,,,,,,
341,41295,genus,Magnetospirillum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhodospirillales,,,,,,,,,,Magnetospirillum,,,,,,,,,,,,
340,41295,genus,Magnetospirillum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Alphaproteobacteria,,,,Rhodospirillales,,,,,,,,,,Magnetospirillum,,,,,,,,,,,,
11849,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11819,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11607,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11605,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11603,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,191393,family,Deferribacteraceae,root,cellular organisms,Bacteria,,,,,Deferribacteres,,,,Deferribacteres,,,,,,,,Deferribacteraceae,,,,,,,,,,,,,,,,,,
346,191393,family,Deferribacteraceae,root,cellular organisms,Bacteria,,,,,Deferribacteres,,,,Deferribacteres,,,,,,,,Deferribacteraceae,,,,,,,,,,,,,,,,,,
351,191393,family,Deferribacteraceae,root,cellular organisms,Bacteria,,,,,Deferribacteres,,,,Deferribacteres,,,,,,,,Deferribacteraceae,,,,,,,,,,,,,,,,,,
350,191393,family,Deferribacteraceae,root,cellular organisms,Bacteria,,,,,Deferribacteres,,,,Deferribacteres,,,,,,,,Deferribacteraceae,,,,,,,,,,,,,,,,,,
6480,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,189778,family,Nitrospiraceae,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,,,,,Nitrospiraceae,,,,,,,,,,,,,,,,,,
367,189778,family,Nitrospiraceae,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,,,,,Nitrospiraceae,,,,,,,,,,,,,,,,,,
361,189779,genus,Nitrospira,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,Nitrospirales,,,,,,,,,,Nitrospira,,,,,,,,,,,,
360,189779,genus,Nitrospira,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,Nitrospirales,,,,,,,,,,Nitrospira,,,,,,,,,,,,
359,189779,genus,Nitrospira,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,Nitrospirales,,,,,,,,,,Nitrospira,,,,,,,,,,,,
366,189779,genus,Leptospirillum,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,Nitrospirales,,,,,,,,,,Leptospirillum,,,,,,,,,,,,
365,189779,genus,Leptospirillum,root,cellular organisms,Bacteria,,,,,Nitrospirae,,,,Nitrospira,,,,Nitrospirales,,,,,,,,,,Leptospirillum,,,,,,,,,,,,
555,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2,phylum,Elusimicrobia,root,cellular organisms,,,,,,Elusimicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2,phylum,Elusimicrobia,root,cellular organisms,,,,,,Elusimicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2,phylum,Elusimicrobia,root,cellular organisms,,,,,,Elusimicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2,phylum,Acidobacteria,root,cellular organisms,,,,,,Acidobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2,phylum,Acidobacteria,root,cellular organisms,,,,,,Acidobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2,phylum,Acidobacteria,root,cellular organisms,,,,,,Acidobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,204433,family,Acidobacteriaceae,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,,,,,Acidobacteriaceae,,,,,,,,,,,,,,,,,,
390,204433,family,Acidobacteriaceae,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,,,,,Acidobacteriaceae,,,,,,,,,,,,,,,,,,
382,204433,family,Acidobacteriaceae,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,,,,,Acidobacteriaceae,,,,,,,,,,,,,,,,,,
389,204433,family,Acidobacteriaceae,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,,,,,Acidobacteriaceae,,,,,,,,,,,,,,,,,,
387,204433,family,Acidobacteriaceae,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,,,,,Acidobacteriaceae,,,,,,,,,,,,,,,,,,
385,204434,genus,Terriglobus,root,cellular organisms,Bacteria,,,,,Acidobacteria,,,,Acidobacteriia,,,,Acidobacteriales,,,,,,,,,,Terriglobus,,,,,,,,,,,,
554,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,131567,superkingdom,Bacteria,root,,Bacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2,below_superkingdom,PVC group,root,cellular organisms,,PVC group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2,below_superkingdom,PVC group,root,cellular organisms,,PVC group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,204428,class,Chlamydiia,root,cellular organisms,Bacteria,PVC group,,,,,,,,Chlamydiia,,,,,,,,,,,,,,,,,,,,,,,,,,
404,204429,order,Parachlamydiales,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,,,,,Parachlamydiales,,,,,,,,,,,,,,,,,,,,,,
403,204429,order,Parachlamydiales,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,,,,,Parachlamydiales,,,,,,,,,,,,,,,,,,,,,,
402,1963360,family,Parachlamydiaceae,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,,,,,Parachlamydiaceae,,,,,,,,,,,,,,,,,,
487,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
413,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
412,810,species,Chlamydia pneumoniae,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia pneumoniae,,,,,,,
411,810,species,Chlamydia pneumoniae,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia pneumoniae,,,,,,,
410,810,species,Chlamydia pneumoniae,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia pneumoniae,,,,,,,
486,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
480,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
452,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
451,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
443,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
417,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
442,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
441,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
440,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
438,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
436,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
434,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
433,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
431,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,Chlamydia,,,,,Chlamydia trachomatis,,,,,,,
430,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
429,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
428,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
426,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
450,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
449,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
448,810,species,Chlamydia trachomatis,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia trachomatis,,,,,,,
479,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
455,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
478,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
477,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
469,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
463,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
462,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
461,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
468,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
466,810,species,Chlamydia psittaci,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia psittaci,,,,,,,
476,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
475,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
473,1113537,genus,Chlamydia,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,,,,,,Chlamydia,,,,,,,,,,,,
485,810,species,Chlamydia pecorum,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia pecorum,,,,,,,
483,810,species,Chlamydia pecorum,root,cellular organisms,Bacteria,PVC group,,,,Chlamydiae,,,,Chlamydiia,,,,Chlamydiales,,,,Chlamydiaceae,Chlamydia/Chlamydophila group,,,,,,,,,,Chlamydia pecorum,,,,,,,
518,2,below_superkingdom,PVC group,root,cellular organisms,,PVC group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,717964,genus,Methylacidiphilum,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Methylacidiphilae,,,,Methylacidiphilales,,,,,,,,,,Methylacidiphilum,,,,,,,,,,,,
504,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1647988,genus,Akkermansia,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Verrucomicrobiae,,,,Verrucomicrobiales,,,,,,,,,,Akkermansia,,,,,,,,,,,,
501,239934,species,Akkermansia muciniphila,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Verrucomicrobiae,,,,Verrucomicrobiales,,,,Akkermansiaceae,,,,,,Akkermansia,,,,,Akkermansia muciniphila,,,,,,,
500,239934,species,Akkermansia muciniphila,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Verrucomicrobiae,,,,Verrucomicrobiales,,,,Akkermansiaceae,,,,,,Akkermansia,,,,,Akkermansia muciniphila,,,,,,,
498,239934,species,Akkermansia muciniphila,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Verrucomicrobiae,,,,Verrucomicrobiales,,,,Akkermansiaceae,,,,,,Akkermansia,,,,,Akkermansia muciniphila,,,,,,,
516,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1783257,phylum,Verrucomicrobia,root,cellular organisms,Bacteria,,,,,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,415000,family,Opitutaceae,root,cellular organisms,Bacteria,PVC group,,,,Verrucomicrobia,,,,Opitutae,,,,,,,,Opitutaceae,,,,,,,,,,,,,,,,,,
553,1783257,phylum,Planctomycetes,root,cellular organisms,Bacteria,,,,,Planctomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1783257,phylum,Planctomycetes,root,cellular organisms,Bacteria,,,,,Planctomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,203682,class,Phycisphaerae,root,cellular organisms,Bacteria,PVC group,,,,,,,,Phycisphaerae,,,,,,,,,,,,,,,,,,,,,,,,,,
