,no rank,superkingdom,genus,species,order,phylum,class,family,strain,forma specialis,clade,subphylum,suborder,subspecies,species group,species subgroup,subfamily,subgenus,serogroup,serotype,biotype,tribe,subclass,isolate,pathogroup
1031754,cellular organisms,Bacteria,Campylobacter,Campylobacter sputorum,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,Campylobacter sputorum bv. sputorum RM3237,,,delta/epsilon subdivisions,,,,,,,,,,,,,
85962,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 26695,,,delta/epsilon subdivisions,,,,,,,,,,,,,
85963,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori J99,,,delta/epsilon subdivisions,,,,,,,,,,,,,
290847,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 51,,,delta/epsilon subdivisions,,,,,,,,,,,,,
357544,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori HPAG1,,,delta/epsilon subdivisions,,,,,,,,,,,,,
512562,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Shi470,,,delta/epsilon subdivisions,,,,,,,,,,,,,
563041,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori G27,,,delta/epsilon subdivisions,,,,,,,,,,,,,
570508,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori P12,,,delta/epsilon subdivisions,,,,,,,,,,,,,
684950,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 52,,,delta/epsilon subdivisions,,,,,,,,,,,,,
592205,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori B38,,,delta/epsilon subdivisions,,,,,,,,,,,,,
637913,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori v225d,,,delta/epsilon subdivisions,,,,,,,,,,,,,
869727,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 908,,,delta/epsilon subdivisions,,,,,,,,,,,,,
765962,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori SJM180,,,delta/epsilon subdivisions,,,,,,,,,,,,,
765963,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori PeCan4,,,delta/epsilon subdivisions,,,,,,,,,,,,,
765964,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Cuz20,,,delta/epsilon subdivisions,,,,,,,,,,,,,
794851,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Sat464,,,delta/epsilon subdivisions,,,,,,,,,,,,,
585535,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 35A,,,delta/epsilon subdivisions,,,,,,,,,,,,,
907238,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori India7,,,delta/epsilon subdivisions,,,,,,,,,,,,,
907240,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Gambia94/24,,,delta/epsilon subdivisions,,,,,,,,,,,,,
907237,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Lithuania75,,,delta/epsilon subdivisions,,,,,,,,,,,,,
907239,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori SouthAfrica7,,,delta/epsilon subdivisions,,,,,,,,,,,,,
985081,Helicobacter pylori 2017,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 908,,,delta/epsilon subdivisions,,,,,,,,,,,,,
693745,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori B8,,,delta/epsilon subdivisions,,,,,,,,,,,,,
585538,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 83,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055528,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Puno120,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055529,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Puno135,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055530,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori SNT49,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055527,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori ELS37,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1163743,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori HUP-B14,,,delta/epsilon subdivisions,,,,,,,,,,,,,
866344,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori F16,,,delta/epsilon subdivisions,,,,,,,,,,,,,
866345,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori F30,,,delta/epsilon subdivisions,,,,,,,,,,,,,
102608,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori F32,,,delta/epsilon subdivisions,,,,,,,,,,,,,
866346,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori F57,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1163741,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Shi169,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1163740,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Shi112,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1163742,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori PeCan18,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055531,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Aklavik117,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1055532,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori Aklavik86,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1231719,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori A45,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1248725,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori OK113,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1311573,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori UM032,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1321939,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori UM037,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1321940,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori UM066,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1407462,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori BM012A,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1352356,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori SouthAfrica20,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1382921,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori oki112,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1382923,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori oki154,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1382924,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori oki422,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1382925,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori oki673,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1382927,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori oki898,,,delta/epsilon subdivisions,,,,,,,,,,,,,
102611,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori J166,,,delta/epsilon subdivisions,,,,,,,,,,,,,
210,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1391726,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 26695-1,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1426844,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori NY40,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1391727,Helicobacter pylori 26695-1CL,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 26695-1,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1391728,Helicobacter pylori 26695-1CH,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori 26695-1,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1431450,cellular organisms,Bacteria,Helicobacter,Helicobacter pylori,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter pylori PMSS1,,,delta/epsilon subdivisions,,,,,,,,,,,,,
382638,cellular organisms,Bacteria,Helicobacter,Helicobacter acinonychis,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter acinonychis str. Sheeba,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1172562,cellular organisms,Bacteria,Helicobacter,Helicobacter cinaedi,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter cinaedi PAGU611,,,delta/epsilon subdivisions,,,,,,,,,,,,,
537971,cellular organisms,Bacteria,Helicobacter,Helicobacter cinaedi,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,,,delta/epsilon subdivisions,,,,,,,,,,,,,
213,cellular organisms,Bacteria,Helicobacter,Helicobacter cinaedi,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
936155,cellular organisms,Bacteria,Helicobacter,Helicobacter felis,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter felis ATCC 49179,,,delta/epsilon subdivisions,,,,,,,,,,,,,
679897,cellular organisms,Bacteria,Helicobacter,Helicobacter mustelae,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Helicobacteraceae,Helicobacter mustelae 12198,,,delta/epsilon subdivisions,,,,,,,,,,,,,
227,cellular organisms,Bacteria,Pseudoalteromonas,Pseudoalteromonas carrageenovora,Alteromonadales,Proteobacteria,Gammaproteobacteria,Pseudoalteromonadaceae,,,,,,,,,,,,,,,,,
262698,cellular organisms,Bacteria,Brucella,Brucella abortus,Rhizobiales,Proteobacteria,Alphaproteobacteria,Brucellaceae,Brucella abortus bv. 1 str. 9-941,,,,,,,,,,,,,,,,
235,cellular organisms,Bacteria,Brucella,Brucella abortus,Rhizobiales,Proteobacteria,Alphaproteobacteria,Brucellaceae,,,,,,,,,,,,,,,,,
238,cellular organisms,Bacteria,Elizabethkingia,Elizabethkingia meningoseptica,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
246,cellular organisms,Bacteria,Chryseobacterium,Chryseobacterium balustinum,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
247,cellular organisms,Bacteria,Empedobacter,Empedobacter brevis,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
250,cellular organisms,Bacteria,Chryseobacterium,Chryseobacterium gleum,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
253,cellular organisms,Bacteria,Chryseobacterium,Chryseobacterium indologenes,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
254,cellular organisms,Bacteria,Chryseobacterium,Chryseobacterium indoltheticum,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
259,cellular organisms,Bacteria,Sphingobacterium,Sphingobacterium thalpophilum,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
177416,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. tularensis SCHU S4,,,,,Francisella tularensis subsp. tularensis,,,,,,,,,,,
376619,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. holarctica LVS,,,,,Francisella tularensis subsp. holarctica,,,,,,,,,,,
401614,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. novicida U112,,,,,Francisella tularensis subsp. novicida,,,,,,,,,,,
418136,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. tularensis WY96-3418,,,,,Francisella tularensis subsp. tularensis,,,,,,,,,,,
984129,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella cf. novicida Fx1,,,,,Francisella tularensis subsp. novicida,,,,,,,,,,,
1432652,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. holarctica PHIT-FT049,,,,,Francisella tularensis subsp. holarctica,,,,,,,,,,,
1450527,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. novicida D9876,,,,,Francisella tularensis subsp. novicida,,,,,,,,,,,
264,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,,,,,,Francisella tularensis subsp. novicida,,,,,,,,,,,
1386968,cellular organisms,Bacteria,Francisella,Francisella tularensis,Thiotrichales,Proteobacteria,Gammaproteobacteria,Francisellaceae,Francisella tularensis subsp. novicida PA10-7858,,,,,Francisella tularensis subsp. novicida,,,,,,,,,,,
318586,cellular organisms,Bacteria,Paracoccus,Paracoccus denitrificans,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,Paracoccus denitrificans PD1222,,,,,,,,,,,,,,,,
266,cellular organisms,Bacteria,Paracoccus,Paracoccus denitrificans,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
498848,cellular organisms,Bacteria,Thermus,Thermus aquaticus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Thermus aquaticus Y51MC23,,Terrabacteria group,,,,,,,,,,,,,,
262724,cellular organisms,Bacteria,Thermus,Thermus thermophilus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Thermus thermophilus HB27,,Terrabacteria group,,,,,,,,,,,,,,
300852,cellular organisms,Bacteria,Thermus,Thermus thermophilus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Thermus thermophilus HB8,,Terrabacteria group,,,,,,,,,,,,,,
762633,cellular organisms,Bacteria,Thermus,Thermus thermophilus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Thermus thermophilus SG0.5JP17-16,,Terrabacteria group,,,,,,,,,,,,,,
798128,cellular organisms,Bacteria,Thermus,Thermus thermophilus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Thermus thermophilus JL-18,,Terrabacteria group,,,,,,,,,,,,,,
274,cellular organisms,Bacteria,Thermus,Thermus thermophilus,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,,,Terrabacteria group,,,,,,,,,,,,,,
504728,cellular organisms,Bacteria,Meiothermus,Meiothermus ruber,Thermales,Deinococcus-Thermus,Deinococci,Thermaceae,Meiothermus ruber DSM 1279,,Terrabacteria group,,,,,,,,,,,,,,
78245,cellular organisms,Bacteria,Xanthobacter,Xanthobacter autotrophicus,Rhizobiales,Proteobacteria,Alphaproteobacteria,Xanthobacteraceae,Xanthobacter autotrophicus Py2,,,,,,,,,,,,,,,,
1392005,cellular organisms,Bacteria,Comamonas,Comamonas testosteroni,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,Comamonas testosteroni TK102,,,,,,,,,,,,,,,,
285,cellular organisms,Bacteria,Comamonas,Comamonas testosteroni,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
208964,cellular organisms,Bacteria,Pseudomonas,Pseudomonas aeruginosa,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa PAO1,,,,,,Pseudomonas aeruginosa group,,,,,,,,,,
1280938,cellular organisms,Bacteria,Pseudomonas,Pseudomonas aeruginosa,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa B136-33,,,,,,Pseudomonas aeruginosa group,,,,,,,,,,
1411700,cellular organisms,Bacteria,Pseudomonas,Pseudomonas aeruginosa,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa DHS01,,,,,,Pseudomonas aeruginosa group,,,,,,,,,,
287,cellular organisms,Bacteria,Pseudomonas,Pseudomonas aeruginosa,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,Pseudomonas aeruginosa group,,,,,,,,,,
342610,cellular organisms,Bacteria,Pseudoalteromonas,Pseudoalteromonas atlantica,Alteromonadales,Proteobacteria,Gammaproteobacteria,Pseudoalteromonadaceae,Pseudoalteromonas atlantica T6c,,,,,,,,,,,,,,,,
288,cellular organisms,Bacteria,Pseudoalteromonas,Pseudoalteromonas atlantica,Alteromonadales,Proteobacteria,Gammaproteobacteria,Pseudoalteromonadaceae,,,,,,,,,,,,,,,,,
1009846,cellular organisms,Bacteria,Burkholderia,Burkholderia cepacia,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia cepacia GG4,,,,,,Burkholderia cepacia complex,,,,,,,,,,
1395570,cellular organisms,Bacteria,Burkholderia,Burkholderia cepacia,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Burkholderia cepacia JBK9,,,,,,Burkholderia cepacia complex,,,,,,,,,,
