# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000789255.1,PRJNA224116,SAMN03070125,,representative genome,565033,565033,Geoglobus acetivorans,strain=SBH6,,latest,Complete Genome,Major,Full,2014/12/04,ASM78925v1,Centre Bioengineering RAS,GCA_000789255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/255/GCF_000789255.1_ASM78925v1,,assembly from type material,1.0,1.0,2150.0,1860815.0,GCF_000789255.1_Geoglobus acetivorans_strain=SBH6,0.739895371334,46.8406585287,326.0,@GCF_000789255.1_Geoglobus_acetivorans_strain_SBH6,102.0,0.0231767,87.0
GCF_000517445.1,PRJNA224116,SAMN03081513,,representative genome,582419,582419,Thermococcus paralvinellae,strain=ES1,,latest,Complete Genome,Major,Full,2014/01/10,ASM51744v1,Kyung Hee University,GCA_000517445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/445/GCF_000517445.1_ASM51744v1,,assembly from type material,1.0,1.0,2052.0,1957742.0,GCF_000517445.1_Thermococcus paralvinellae_strain=ES1,0.852481584689,40.2965252827,306.0,@GCF_000517445.1_Thermococcus_paralvinellae_strain_ES1,100.0,0.00443555,84.0
GCF_001971705.1,PRJNA224116,SAMN05417698,,representative genome,588898,588898,Haloterrigena daqingensis,,,latest,Complete Genome,Major,Full,2017/01/26,ASM197170v1,Heilongjiang Academy,GCA_001971705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/705/GCF_001971705.1_ASM197170v1,,assembly from type material,2.0,4.0,3640.0,3835796.0,GCF_001971705.1_Haloterrigena daqingensis,0.496196071185,61.3525849654,77.0,@GCF_001971705.1_Haloterrigena_daqingensis,143.0,0.0523718,1.0
GCF_000025525.1,PRJNA224116,SAMN02598520,,na,644281,644281,Methanocaldococcus sp. FS406-22,strain=FS406-22,,latest,Complete Genome,Major,Full,2010/02/17,ASM2552v1,US DOE Joint Genome Institute,GCA_000025525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/525/GCF_000025525.1_ASM2552v1,,,2.0,2.0,1789.0,1773136.0,GCF_000025525.1_Methanocaldococcus sp. FS406-22_strain=FS406-22,0.915123169675,32.0391103672,247.0,@GCF_000025525.1_Methanocaldococcus_sp._FS406-22_strain_FS406-22,100.0,1e-06,201.0
GCF_000327505.1,PRJNA224116,SAMN02261429,,na,673860,673860,Aciduliprofundum sp. MAR08-339,strain=MAR08-339,,latest,Complete Genome,Major,Full,2012/12/21,ASM32750v1,JGI,GCA_000327505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/505/GCF_000327505.1_ASM32750v1,,,1.0,1.0,1467.0,1437090.0,GCF_000327505.1_Aciduliprofundum sp. MAR08-339_strain=MAR08-339,0.699085791504,44.1294560536,201.0,@GCF_000327505.1_Aciduliprofundum_sp._MAR08-339_strain_MAR08-339,91.0,0.0219191,5.0
GCF_000230955.2,PRJNA224116,SAMN02261380,,na,751944,751944,Halobacterium sp. DL1,strain=DL1,,latest,Complete Genome,Major,Full,2014/01/13,ASM23095v3,JGI,GCA_000230955.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/955/GCF_000230955.2_ASM23095v3,,,1.0,2.0,3165.0,3162560.0,GCF_000230955.2_Halobacterium sp. DL1_strain=DL1,0.605320259582,66.4321625519,118.0,@GCF_000230955.2_Halobacterium_sp._DL1_strain_DL1,128.0,0.0276379,1.0
GCF_002906575.1,PRJNA224116,SAMN08381148,,na,755307,755307,Salinigranum rubrum,strain=GX10,,latest,Complete Genome,Major,Full,2018/01/30,ASM290657v1,ZheJiang University,GCA_002906575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/575/GCF_002906575.1_ASM290657v1,,assembly from type material,2.0,6.0,4488.0,4973118.0,GCF_002906575.1_Salinigranum rubrum_strain=GX10,0.603990863117,65.6729038,53.0,@GCF_002906575.1_Salinigranum_rubrum_strain_GX10,134.0,0.0960094,30.0
GCF_000224475.1,PRJNA224116,SAMN02232027,,representative genome,756883,756883,halophilic archaeon DL31,strain=DL31,,latest,Complete Genome,Major,Full,2011/08/26,ASM22447v1,DOE Joint Genome Institute,GCA_000224475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/475/GCF_000224475.1_ASM22447v1,,,2.0,3.0,3313.0,3643158.0,GCF_000224475.1_halophilic archaeon DL31_strain=DL31,0.401604441762,62.3807422022,54.0,@GCF_000224475.1_halophilic_archaeon_DL31_strain_DL31,152.0,0.161164,473.0
GCF_000828575.1,PRJNA224116,SAMD00060975,,na,866790,866790,Methanothermobacter sp. CaT2,strain=CaT2,,latest,Complete Genome,Major,Full,2012/12/03,ASM82857v1,National Institute of Genetics,GCA_000828575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/575/GCF_000828575.1_ASM82857v1,,,2.0,2.0,1735.0,1731018.0,GCF_000828575.1_Methanothermobacter sp. CaT2_strain=CaT2,0.899605507677,49.3476670953,32.0,@GCF_000828575.1_Methanothermobacter_sp._CaT2_strain_CaT2,104.0,1e-06,96.0
GCF_000214725.1,PRJNA224116,SAMN00713630,,representative genome,868131,868131,Methanobacterium paludis,strain=SWAN1,,latest,Complete Genome,Major,Full,2011/05/24,ASM21472v1,US DOE Joint Genome Institute,GCA_000214725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/725/GCF_000214725.1_ASM21472v1,,assembly from type material,3.0,1.0,2365.0,2546541.0,GCF_000214725.1_Methanobacterium paludis_strain=SWAN1,0.843067172333,35.7317632035,7.0,@GCF_000214725.1_Methanobacterium_paludis_strain_SWAN1,127.0,0.0177461,355.0
GCF_000191585.1,PRJNA224116,SAMN02232037,,representative genome,877455,877455,Methanobacterium lacus,strain=AL-21,,latest,Complete Genome,Major,Full,2011/03/07,ASM19158v1,US DOE Joint Genome Institute,GCA_000191585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/585/GCF_000191585.1_ASM19158v1,,,2.0,1.0,2451.0,2583753.0,GCF_000191585.1_Methanobacterium lacus_strain=AL-21,0.805612327758,35.8286569962,6.0,@GCF_000191585.1_Methanobacterium_lacus_strain_AL-21,126.0,0.0419907,369.0
GCF_000327485.1,PRJNA224116,SAMN02232038,,representative genome,593750,882104,Methanoregula formicica SMSP,strain=SMSP,,latest,Complete Genome,Major,Full,2012/12/21,ASM32748v1,DOE Joint Genome Institute,GCA_000327485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/485/GCF_000327485.1_ASM32748v1,,assembly from type material,1.0,1.0,2788.0,2820858.0,GCF_000327485.1_Methanoregula formicica SMSP_strain=SMSP,0.763143438428,55.1959368391,135.0,@GCF_000327485.1_Methanoregula_formicica_SMSP_strain_SMSP,96.0,0.0323304,4.0
GCF_000725425.1,PRJNA224116,SAMN03081469,,representative genome,1343739,971279,Palaeococcus pacificus DY20341,strain=DY20341,,latest,Complete Genome,Major,Full,2014/07/14,ASM72542v1,"The third institute of oceanography of SOA,PRChina",GCA_000725425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/425/GCF_000725425.1_ASM72542v1,,assembly from type material,2.0,1.0,1950.0,1859370.0,GCF_000725425.1_Palaeococcus pacificus DY20341_strain=DY20341,0.926968356521,43.0442569257,285.0,@GCF_000725425.1_Palaeococcus_pacificus_DY20341_strain_DY20341,109.0,0.0565087,84.0
GCF_000190315.1,PRJNA224116,SAMN02603092,,representative genome,985053,985052,Vulcanisaeta moutnovskia 768-28,strain=768-28,,latest,Complete Genome,Major,Full,2011/02/22,ASM19031v1,Centre Bioengineering RAS,GCA_000190315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/315/GCF_000190315.1_ASM19031v1,,,1.0,1.0,2355.0,2298983.0,GCF_000190315.1_Vulcanisaeta moutnovskia 768-28_strain=768-28,0.62971695369,42.3870032967,371.0,@GCF_000190315.1_Vulcanisaeta_moutnovskia_768-28_strain_768-28,108.0,0.0288186,8.0
GCF_000204925.1,PRJNA224116,SAMN02603221,,representative genome,1006006,1006005,Metallosphaera cuprina Ar-4,strain=Ar-4,,latest,Complete Genome,Major,Full,2011/04/19,ASM20492v1,Environmental Microbiology Research Center (EMRC),GCA_000204925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/925/GCF_000204925.1_ASM20492v1,,assembly from type material,1.0,1.0,1894.0,1840348.0,GCF_000204925.1_Metallosphaera cuprina Ar-4_strain=Ar-4,0.300186143402,41.9945575511,416.0,@GCF_000204925.1_Metallosphaera_cuprina_Ar-4_strain_Ar-4,103.0,0.0289971,13.0
GCF_000215995.1,PRJNA224116,SAMN02603867,,representative genome,529709,1008460,Pyrococcus yayanosii CH1,strain=CH1,,latest,Complete Genome,Major,Full,2011/06/07,ASM21599v1,Shanghai JiaoTong University,GCA_000215995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/995/GCF_000215995.1_ASM21599v1,,assembly from type material,1.0,1.0,1786.0,1716818.0,GCF_000215995.1_Pyrococcus yayanosii CH1_strain=CH1,0.870631597105,51.6375061305,296.0,@GCF_000215995.1_Pyrococcus_yayanosii_CH1_strain_CH1,92.0,0.00479178,10.0
GCF_000698785.1,PRJNA224116,SAMN02721150,,representative genome,926571,1034015,Nitrososphaera viennensis EN76,strain=EN76,,latest,Complete Genome,Major,Full,2014/06/06,ASM69878v1,University of Vienna,GCA_000698785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/785/GCF_000698785.1_ASM69878v1,,assembly from type material,1.0,1.0,2795.0,2527938.0,GCF_000698785.1_Nitrososphaera viennensis EN76_strain=EN76,0.54190461111,52.7154542556,345.0,@GCF_000698785.1_Nitrososphaera_viennensis_EN76_strain_EN76,91.0,0.101811,0.0
GCF_000221185.1,PRJNA224116,SAMN02603471,,na,1042877,1042877,Thermococcus sp. 4557,strain=4557,,latest,Complete Genome,Major,Full,2011/07/22,ASM22118v1,"Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration (SOA),PR China",GCA_000221185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/185/GCF_000221185.1_ASM22118v1,,,1.0,1.0,2085.0,2011320.0,GCF_000221185.1_Thermococcus sp. 4557_strain=4557,0.877477847622,56.0787940258,260.0,@GCF_000221185.1_Thermococcus_sp._4557_strain_4557,97.0,0.00645765,192.0
GCF_002355635.1,PRJNA224116,SAMD00053810,,na,1048396,1048396,Halopenitus persicus,strain=CBA1233,,latest,Complete Genome,Major,Full,2016/06/23,ASM235563v1,Korea Basic Science Institute,GCA_002355635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/635/GCF_002355635.1_ASM235563v1,,,2.0,2.0,2845.0,3105937.0,GCF_002355635.1_Halopenitus persicus_strain=CBA1233,0.44078911054,65.9670173606,60.0,@GCF_002355635.1_Halopenitus_persicus_strain_CBA1233,133.0,0.0916957,28.0
GCF_000350305.1,PRJNA224116,SAMN02603168,,representative genome,1054217,1054217,Thermoplasmatales archaeon BRNA1,strain=BRNA1,,latest,Complete Genome,Major,Full,2013/04/02,ASM35030v1,CSIRO Livestock Industries,GCA_000350305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/305/GCF_000350305.1_ASM35030v1,,,1.0,1.0,1465.0,1461105.0,GCF_000350305.1_Thermoplasmatales archaeon BRNA1_strain=BRNA1,0.468698460146,58.3029967045,220.0,@GCF_000350305.1_Thermoplasmatales_archaeon_BRNA1_strain_BRNA1,115.0,0.0469729,375.0
GCF_002788215.1,PRJNA224116,SAMN00117514,,na,1073996,1073996,Halohasta litchfieldiae,strain=tADL,,latest,Complete Genome,Major,Full,2017/11/20,ASM278821v1,JGI-PSF,GCA_002788215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/788/215/GCF_002788215.1_ASM278821v1,,,2.0,1.0,3188.0,3332022.0,GCF_002788215.1_Halohasta litchfieldiae_strain=tADL,0.41993219848,58.8740110359,55.0,@GCF_002788215.1_Halohasta_litchfieldiae_strain_tADL,131.0,0.175304,28.0
GCF_000251105.1,PRJNA224116,SAMN02603117,,representative genome,1041930,1175444,Methanocella conradii HZ254,strain=HZ254,,latest,Complete Genome,Major,Full,2012/03/07,ASM25110v1,China Agricultural University,GCA_000251105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/105/GCF_000251105.1_ASM25110v1,,assembly from type material,2.0,1.0,2427.0,2378438.0,GCF_000251105.1_Methanocella conradii HZ254_strain=HZ254,0.480840851553,52.7402017627,143.0,@GCF_000251105.1_Methanocella_conradii_HZ254_strain_HZ254,121.0,0.110478,523.0
GCF_000063445.1,PRJNA224116,SAMEA3138262,,representative genome,351160,1175445,Methanocella arvoryzae MRE50,strain=MRE50,,latest,Complete Genome,Major,Full,2006/10/12,ASM6344v1,Max Planck Institute,GCA_000063445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/445/GCF_000063445.1_ASM6344v1,,assembly from type material,3.0,1.0,3039.0,3179916.0,GCF_000063445.1_Methanocella arvoryzae MRE50_strain=MRE50,0.531488133134,54.6029517761,144.0,@GCF_000063445.1_Methanocella_arvoryzae_MRE50_strain_MRE50,128.0,0.0491885,576.0
GCF_000263735.1,PRJNA224116,SAMN02603491,,na,1183377,1183377,Pyrococcus sp. ST04,strain=ST04,,latest,Complete Genome,Major,Full,2012/05/22,ASM26373v1,Kyung Hee University,GCA_000263735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/735/GCF_000263735.1_ASM26373v1,,,1.0,1.0,1789.0,1736885.0,GCF_000263735.1_Pyrococcus sp. ST04_strain=ST04,0.806487882578,42.2933009382,300.0,@GCF_000263735.1_Pyrococcus_sp._ST04_strain_ST04,101.0,0.00477865,16.0
GCF_000264495.1,PRJNA224116,SAMN02603096,,representative genome,1184251,1200300,Thermogladius calderae 1633,strain=1633,,latest,Complete Genome,Major,Full,2012/05/25,ASM26449v1,Centre Bioengineering RAS,GCA_000264495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/495/GCF_000264495.1_ASM26449v1,,assembly from type material,1.0,1.0,1400.0,1356318.0,GCF_000264495.1_Thermogladius calderae 1633_strain=1633,0.912500690665,55.6411549504,384.0,@GCF_000264495.1_Thermogladius_calderae_1633_strain_1633,68.0,0.0453437,5.0
GCF_000299395.1,PRJNA224116,SAMN02603138,,na,1229909,1229909,Candidatus Nitrosopumilus sediminis,strain=AR2,,latest,Complete Genome,Major,Full,2012/09/27,ASM29939v1,Chungbuk National University,GCA_000299395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/395/GCF_000299395.1_ASM29939v1,,,1.0,1.0,1949.0,1690905.0,GCF_000299395.1_Candidatus Nitrosopumilus sediminis_strain=AR2,0.237770814677,33.5886995426,347.0,@GCF_000299395.1_Candidatus_Nitrosopumilus_sediminis_strain_AR2,97.0,0.00811891,38.0
GCF_001412615.1,PRJNA224116,SAMN03223811,,representative genome,1273541,1273541,Pyrodictium delaneyi,strain=Su06,,latest,Complete Genome,Major,Full,2015/10/26,ASM141261v1,Kyung Hee University,GCA_001412615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/615/GCF_001412615.1_ASM141261v1,,assembly from type material,1.0,1.0,2012.0,2023836.0,GCF_001412615.1_Pyrodictium delaneyi_strain=Su06,0.791984688287,53.9139535022,377.0,@GCF_001412615.1_Pyrodictium_delaneyi_strain_Su06,76.0,0.00330288,38.0
GCF_000300255.2,PRJNA224116,SAMN03081445,,na,1236689,1291540,Candidatus Methanomethylophilus alvus Mx1201,strain=Mx1201,,latest,Complete Genome,Major,Full,2013/04/09,ASM30025v2,Université d'Auvergne,GCA_000300255.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/255/GCF_000300255.2_ASM30025v2,,,1.0,1.0,1586.0,1666795.0,GCF_000300255.2_Candidatus Methanomethylophilus alvus Mx1201_strain=Mx1201,0.366841779731,55.5947192066,218.0,@GCF_000300255.2_Candidatus_Methanomethylophilus_alvus_Mx1201_strain_Mx1201,122.0,0.0342621,332.0
GCF_000739065.1,PRJNA224116,SAMN02951366,,representative genome,1301915,1301915,Methanocaldococcus bathoardescens,strain=JH146,,latest,Complete Genome,Major,Full,2014/08/12,ASM73906v1,Kyung Hee University,GCA_000739065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/065/GCF_000739065.1_ASM73906v1,,assembly from type material,2.0,1.0,1612.0,1607556.0,GCF_000739065.1_Methanocaldococcus bathoardescens_strain=JH146,0.917730857685,30.7881031827,246.0,@GCF_000739065.1_Methanocaldococcus_bathoardescens_strain_JH146,93.0,0.00174604,102.0
GCF_000385565.1,PRJNA224116,SAMN02028569,,representative genome,387631,1316941,Archaeoglobus sulfaticallidus PM70-1,strain=PM70-1,,latest,Complete Genome,Major,Full,2013/04/30,ASM38556v1,"University of Bergen, Centre for Geobiology, Department of Biology",GCA_000385565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/565/GCF_000385565.1_ASM38556v1,,assembly from type material,1.0,1.0,2178.0,2076931.0,GCF_000385565.1_Archaeoglobus sulfaticallidus PM70-1_strain=PM70-1,0.830295630506,43.2389906068,327.0,@GCF_000385565.1_Archaeoglobus_sulfaticallidus_PM70-1_strain_PM70-1,93.0,0.0757683,1.0
GCF_000403645.1,PRJNA224116,SAMN02602994,,na,1333523,1333523,Salinarchaeum sp. Harcht-Bsk1,strain=Harcht-Bsk1,,latest,Complete Genome,Major,Full,2013/05/30,ASM40364v1,Baltic Federal University,GCA_000403645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/645/GCF_000403645.1_ASM40364v1,,,1.0,1.0,2978.0,3255260.0,GCF_000403645.1_Salinarchaeum sp. Harcht-Bsk1_strain=Harcht-Bsk1,0.534282587303,66.5859869872,69.0,@GCF_000403645.1_Salinarchaeum_sp._Harcht-Bsk1_strain_Harcht-Bsk1,145.0,0.159983,164.0
GCF_000446015.1,PRJNA224116,SAMN02602995,,na,1365176,1365176,Thermofilum adornatus,,,latest,Complete Genome,Major,Full,2013/08/13,ASM44601v1,Baltic Federal University,GCA_000446015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/015/GCF_000446015.1_ASM44601v1,,,1.0,1.0,1825.0,1750259.0,GCF_000446015.1_Thermofilum adornatus,0.845792468848,46.5062599307,360.0,@GCF_000446015.1_Thermofilum_adornatus,54.0,0.0289802,10.0
GCF_000499765.1,PRJNA224116,SAMEA3138830,,na,1379702,1379702,Methanobacterium sp. MB1,,,latest,Complete Genome,Major,Full,2013/11/14,Methanobacterium,irena.maus,GCA_000499765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/765/GCF_000499765.1_Methanobacterium,,,2.0,1.0,1946.0,2029766.0,GCF_000499765.1_Methanobacterium sp. MB1,0.812158984002,39.7424136575,0.0,@GCF_000499765.1_Methanobacterium_sp._MB1,100.0,0.00947098,6.0
GCF_000404225.1,PRJNA224116,SAMN03081468,,na,1295009,1406512,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,strain=Issoire-Mx1,,latest,Complete Genome,Major,Full,2013/06/03,ASM40422v1,Universite d'Auvergne,GCA_000404225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/225/GCF_000404225.1_ASM40422v1,,,1.0,1.0,1815.0,1931651.0,GCF_000404225.1_Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1_strain=Issoire-Mx1,0.394637480083,41.2554338232,215.0,@GCF_000404225.1_Candidatus_Methanomassiliicoccus_intestinalis_Issoire-Mx1_strain_Issoire-Mx1,108.0,0.1247,130.0
GCF_001488575.1,PRJNA224116,SAMEA3305703,,representative genome,1407499,1407499,Halobacterium hubeiense,strain=JI20-1,,latest,Complete Genome,Major,Full,2015/12/17,Halobacterium hubeiense JI20-1,UH,GCA_001488575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/575/GCF_001488575.1_Halobacterium_hubeiense_JI20-1,,assembly from type material,1.0,4.0,3141.0,3130345.0,GCF_001488575.1_Halobacterium hubeiense_strain=JI20-1,0.577473615692,66.5742274414,117.0,@GCF_001488575.1_Halobacterium_hubeiense_strain_JI20-1,133.0,0.00432812,1.0
GCF_000812185.1,PRJNA224116,SAMN03273964,,na,1410606,1410606,Candidatus Nitrosopelagicus brevis,strain=CN25,,latest,Complete Genome,Major,Full,2014/12/31,ASM81218v1,J. Craig Venter Institute,GCA_000812185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/185/GCF_000812185.1_ASM81218v1,,,1.0,1.0,1412.0,1232128.0,GCF_000812185.1_Candidatus Nitrosopelagicus brevis_strain=CN25,0.156224941391,33.157756337,351.0,@GCF_000812185.1_Candidatus_Nitrosopelagicus_brevis_strain_CN25,92.0,0.0782741,39.0
GCF_000969945.1,PRJNA224116,SAMN03074590,,na,1434099,1434099,Methanosarcina sp. Kolksee,strain=Kolksee,,latest,Complete Genome,Major,Full,2015/04/07,ASM96994v1,University of Illinois at Urbana-Champaign,GCA_000969945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/945/GCF_000969945.1_ASM96994v1,,,3.0,2.0,3544.0,4553495.0,GCF_000969945.1_Methanosarcina sp. Kolksee_strain=Kolksee,0.585335422969,39.8463158519,166.0,@GCF_000969945.1_Methanosarcina_sp._Kolksee_strain_Kolksee,122.0,1e-06,114.0
GCF_000970045.1,PRJNA224116,SAMN03074591,,na,1434100,1434100,Methanosarcina sp. MTP4,strain=MTP4,,latest,Complete Genome,Major,Full,2015/04/07,ASM97004v1,University of Illinois at Urbana-Champaign,GCA_000970045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/045/GCF_000970045.1_ASM97004v1,,,3.0,1.0,3413.0,4211468.0,GCF_000970045.1_Methanosarcina sp. MTP4_strain=MTP4,0.583304781283,45.9302314537,152.0,@GCF_000970045.1_Methanosarcina_sp._MTP4_strain_MTP4,115.0,0.0502022,108.0
GCF_000970005.1,PRJNA224116,SAMN03074593,,na,1434102,1434102,Methanosarcina sp. WH1,strain=WH1,,latest,Complete Genome,Major,Full,2015/04/07,ASM97000v1,University of Illinois at Urbana-Champaign,GCA_000970005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/005/GCF_000970005.1_ASM97000v1,,,3.0,1.0,3190.0,3914091.0,GCF_000970005.1_Methanosarcina sp. WH1_strain=WH1,0.575136021814,41.8192627611,179.0,@GCF_000970005.1_Methanosarcina_sp._WH1_strain_WH1,112.0,0.00998136,107.0
GCF_000969965.1,PRJNA224116,SAMN03074594,,na,1434103,1434103,Methanosarcina sp. WWM596,strain=WWM596,,latest,Complete Genome,Major,Full,2015/04/07,ASM96996v1,University of Illinois at Urbana-Champaign,GCA_000969965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/965/GCF_000969965.1_ASM96996v1,,,3.0,1.0,3339.0,4137337.0,,,41.6924944717,,,,,
GCF_000813245.1,PRJNA224116,SAMN03274240,,na,697581,1483572,Thermofilum carboxyditrophus 1505,strain=1505,,latest,Complete Genome,Major,Full,2015/01/02,ASM81324v1,Centre Bioengineering RAS,GCA_000813245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/245/GCF_000813245.1_ASM81324v1,,,1.0,1.0,1849.0,1754190.0,,,46.4039243183,,,,,
GCF_001560915.1,PRJNA224116,SAMN03976563,,representative genome,1495144,1495144,methanogenic archaeon ISO4-H5,strain=ISO4-H5,,latest,Complete Genome,Major,Full,2016/02/12,ASM156091v1,AgResearch Ltd.,GCA_001560915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/915/GCF_001560915.1_ASM156091v1,,,2.0,1.0,1782.0,1937883.0,GCF_001560915.1_methanogenic archaeon ISO4-H5_strain=ISO4-H5,0.393478205177,54.0039310939,217.0,@GCF_001560915.1_methanogenic_archaeon_ISO4-H5_strain_ISO4-H5,92.0,0.037146,0.0
GCF_000769655.1,PRJNA224116,SAMN02838508,,representative genome,1505907,1505907,Thermococcus eurythermalis,strain=A501,,latest,Complete Genome,Major,Full,2014/10/28,ASM76965v1,Laboratory of Marine Oceanography,GCA_000769655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/655/GCF_000769655.1_ASM76965v1,,assembly from type material,1.0,2.0,2180.0,2126164.0,GCF_000769655.1_Thermococcus eurythermalis_strain=A501,0.868513854477,53.4540609285,274.0,@GCF_000769655.1_Thermococcus_eurythermalis_strain_A501,99.0,0.0100185,79.0
GCF_003342675.1,PRJNA224116,SAMN09684735,,na,1547898,1547898,Haloplanus sp. CBA1112,strain=CBA1112,,latest,Complete Genome,Major,Full,2018/07/26,ASM334267v1,World Institute of Kimchi,GCA_003342675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/675/GCF_003342675.1_ASM334267v1,,,2.0,3.0,3677.0,3773640.0,GCF_003342675.1_Haloplanus sp. CBA1112_strain=CBA1112,0.483357638957,66.0062698085,63.0,@GCF_003342675.1_Haloplanus_sp._CBA1112_strain_CBA1112,133.0,1e-06,243.0
GCF_003342695.1,PRJNA224116,SAMN09684805,,na,1547899,1547899,Haloplanus sp. CBA1113,strain=CBA1113,,latest,Complete Genome,Major,Full,2018/07/26,ASM334269v1,World Institute of Kimchi,GCA_003342695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/695/GCF_003342695.1_ASM334269v1,,,2.0,3.0,3427.0,3529327.0,GCF_003342695.1_Haloplanus sp. CBA1113_strain=CBA1113,0.487336215445,66.516420836,62.0,@GCF_003342695.1_Haloplanus_sp._CBA1113_strain_CBA1113,132.0,0.00355766,241.0
GCF_000993805.1,PRJNA224116,SAMN03083278,,na,1550241,1550241,Thermofilum uzonense,strain=1807-2,,latest,Complete Genome,Major,Full,2015/05/07,ASM99380v1,Immanuel Kant Baltic Federal University,GCA_000993805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/805/GCF_000993805.1_ASM99380v1,,assembly from type material,1.0,1.0,1640.0,1611988.0,GCF_000993805.1_Thermofilum uzonense_strain=1807-2,0.822290705635,47.9401211423,359.0,@GCF_000993805.1_Thermofilum_uzonense_strain_1807-2,57.0,0.0364997,30.0
